text	label
Excelente producto por la sensación de suavidad que deja en la piel y excelente olor. Fácil y cómodo de aplicar, compraré de nuevo el producto. Yo lo aplico en glúteo y piernas. No puedo decir que en tan poco tiempo , un mes, haya visto resultados extraordinarios pero soy una persona paciente con los tratamientos así que seguiré con ello . Producto barato y fácil de uso; y tampoco he visto ninguna contraindicación o efecto negativo en mi piel . Un saludo!	positive
Decepcionante en cuanto a las facilidades de montaje. Es Extremadamente fino. Para que quede un poco rígido hay que ponerle ganchitos en todas las posiciones y solo te mandan unos poquitos con los que no tienes ni para empezar.	negative
ASICS siempre una talla más a la que tienes habitualmente. Debería ponerlo en la foto.	negative
Lo hemos comprado hace un mes no aspira bien la bateria no aguanta nada menos de 30 min y tiene que estar cargando 24 horas	negative
Se atasco con la primera hoja. Tuvimos que devolverlo.	negative
una replica de m****a!no dura nada!por lo menos que ponga con 5€ no con 32€ como el original!voy a dejar de comprar colonias en amazon...	negative
Funcionamiento perfecto, se escuchan muy bien.	positive
No sé si lo hago mal. Me gusta como queda en apariencia pero la verdad es que el pelo me resulta difícil de peinar después de usarlo. Lo quedo liso tras peinarme sufriendo de tirones. Mi valoración es positiva porque es lo que ofrece. Cera de color blanca para el pelo.	positive
El papel es muy fino y el rollo es muy pequeño	negative
Una de las baterias no carga	negative
El móvil hay que situarlo de una manera muy concreta para qu cargue. Tengo otra base más pequeña y va mejor. No lo recomiendo.	negative
La llevo súper cómoda. No pesa nada, no sé desabrocha por el tipo de cierre que tiene y es muy bonita.	positive
A LA FECHA DE HOY 07 DE AGOSTO DEL 2018 NO HE RECIBIDO ESTE ARTICULO	negative
De buena calidad y parece resistente. Lo único, necesita mas capacidad para el agua. Se les termina muy pronto ya que cada chorro consume bastante y hay que estar llenando a menudo. Para abrir la tapa, hay que girarla un poco y levantar.	positive
Esta muy bien para el precio.	positive
Muy bonitas y de calidad perfecta	positive
Después de días esperando me llega el producto en una caja de cartón rota y el láser echo un asco.. Solicito la devolución.. Y aquí viene la odisea porque es un vendedor externo.. Después de tantos mensajes acordamos que me envía otro.. Un mes después aún lo estoy esperando.. No sé como permite esto amazon.. Muy descontento	negative
Me esperaba que tuviera más calidad es difícil de poner y queda pompas de aire por mucho que apriete	negative
No me han llegado a durar dos meses cada par andando descalzo sobre suelo de parquet. No repetiría.	negative
El molinillo viene con una pestaña de la tapa inferior de cierre rota, por lo que todas las piezas están desmontadas. No encuentro la forma de montarlo. Necesito que me indiquen como deben colocarse las agujas para que coincidan bien las ruedas dentadas. Si no, devuelvo el producto.	negative
La compre para un viaje en concreto y por ese precio la verdad que no se puede pedir mas por menos	positive
En Noviembre compré el reloj para poder usarlo en las clases de natación, ya que se supone que es un reloj apto para ello, pero ya no funciona correctamente. Cargamos el reloj y aunque indica carga Full, no es correcto, ya que a los pocos minutos de ponerlo en la muñeca se apaga. Además, que cada vez que se apaga,al encenderlo tienes que volver a configurarlo desde cero. Estamos muy descontentos con el producto, hacemos bastantes compras en Amazon, y es la primera vez que nos ocurre salvo así.	negative
El servicio de Reparto de seur es muy pésimo. Lo ha dejado en un punto de Recogida alegando de que no estaba en casa.todo es mentira si estaba en casa.	negative
Me ha solucionado los problemas	positive
La calidad del producto es muy buena, sin problemas para instalarlo, teclas con suavidad y el ratón preciso y silencioso.	positive
Producto de calidad sencilla al tanto y a imagen	negative
La primera vez que fallas el tiro, la peonza se raya completamente. Una vez que la bailes al revés, lo cual es muy habitual, se descascarilla todo el plástico superior. La compré de metal porque el plástico me parecía endeble, pero gastarse 25€ en un trompo que media hora después de dejárselo a un niño, parece que está para tirar... Me arrepiento de no haber comprado uno de madera de 2 euros.	negative
... Y no me importaría pagar mas. Para empezar, el transformador de poca calidad junto con el cable, el aparato igual, plásticos baratos con botoneras muy deficientes y pequeños para ser un dispositivo que tienes en la mesita de noche de la cama, cuanto tienes la radio puesta o el sistema inalámbrico para conectar el móvil ¡NO SE VE LA HORA!... El sonido muy deficiente; un aparato con sistema de carga QI se merece más calidad acorde con los usuarios de este tipo de dispositivos de gama media/alta.	negative
semillas diminutas, no se si es semilla o la piel de las mismas, está tan molido que no se aprecia nada.	negative
Horrible y peor servicio tuve que ir a correos a por el, ya que no lo acepte, lo rechazo y aun así me lo cobraron, ahora estoy con un producto que rechaze al minuto de pedirlo y que me gusta, devolverlo me cuesta dinero... En fin	negative
Producto muy bueno, corta bien, no da tirones y viene con accesorios muy útiles, en proporción a lo que cuesta muy buen producto	positive
El artículo son 5 libretas con gusanillo. Pero sólo ha llegado una. Lo he devuelto. Estoy un poco molesto. Lo compras aquí para no tener que ir a la tienda y al final pierdes más tiempo. Tengo que imprimir la etiqueta y quedar con el mensajero o peor aún ir a la oficina de transporte. Si son 5 libretas no se por qué envían una!	negative
No creo q sirva para mucho.	negative
Son enormes, si tienes cara fina, como yo, te comento toda la cara. A mí no me gustaron y las devolví. No sientan como esperaba	negative
perfecto en sensibilidad y en comodidad y como no en entrega.	positive
Mi madre me lo pidió para depilarse los pleitos sueltos que le salen por la cara.. es muy fácil de usar.. llevar una pila.. con lo cual lo puedes llevar en el bolso.. llegó muy rápido.. bien embalado y presentado.	positive
Queria la alfombra para pones sobre el cesped artificial, el viento la levanta pq s muy ligera, hay k sujetarla con piedras y la petra al pasar por encima con sus garras me la agujerea, poco me va a durar.	negative
Buena calidad de la navaja, viene con cuchillas dobles y simples. Es cómoda y buen diseño en relación al precio. El peine-molde es de plástico y cumple su función. Buena compra calidad - precio	positive
Lo esperado. Comprado por comodidad, pero sale caro con los gastos de envío.	negative
No funciona la batería en la psp de ninguna manera, y es la suya, nada que hacer, se carga pero no va	negative
Igual que el que jugamos. No lo encontré en ningún sitio... Solo aquí. Muchas gracias. Es muy entretenido para los niños y mayores.	positive
un poco cara de precio pero cumple su funcion	positive
La tinta de las flores destiñe	negative
Fácil instalación y posibilidad de montar dos cámaras, aunque en mi caso solo utilizo una. No es posible visualizar las dos cámaras a la vez en la pantalla, aunque se conmuta la imagen cada vez que se activa la marcha-atrás.	positive
Se mueve mucho cuando lo pones en la boca	negative
Para empezar, el vendedor no me dió ningún tipo de número de localización para saber por donde iba el paquete, tuve que pedirlo yo. El funko llegó en una bolsa de plástico sin ningún tipo de protección y cuando la abro, la caja viene totalmente rota y arrugada, por suerte el funko estaba bien pero el embalaje fue horrible, se puede ver en las fotos. Le doy una estrella y porque no le puedo dar menos	negative
Bien. Es como se describe.	positive
todo según marca el producto	positive
Mi mujer esta encantada, dice que despues del verano con los pies como se le habian quedado con durezas y secos , este exfoliante le ha parecido muy bueno, es suave pero te quita las celulas muertas en cuestion de nada. A parte que la verdad, huele de un bien... tiene que tener algun elemento refrescante porque deja los pies como fresquitos, ademas hemos usado muy poco, cunde mucho. Estamos contentos con la compra y compraremos mas cuando se acabe.	positive
Facil de instalar y muy resistentes. Soportan bien el peso y no se despegan a pesar de ser pequeños.. Los recomiendo.	positive
llego mas tarde de lo qeu tenia que llegar y encima eran anillas de llavero de las normales redondas i de lo mas feas que hay nada qeu ver con las de la imagen planitas que dan una sensacion de calidad con acabado cromado	negative
la verdad es que no esta mal ideado , pero a mi no me gusta , se ve mucho en el reloj y para mi lo encuentro feo,	negative
La sensibilidad de la pantalla con este protector es muy mala.	negative
Es perfecto para guardar un móvil y evitarle golpes.	positive
De momento bien, veremos en un tiempo si cumple	positive
Llego rápido y funciona fenomenal la pulsera, la recomiendo	positive
Nefasto! Usan la peor agencia de transportes del mundo! El producto les va a llegar roto si o si. Busquen cualquier otro proveedor que seguro les dará mucho mejor resultado tanto en calidad, servicio y sobre todo atencion post venta	negative
Es tal cual se muestra en la foto. Y son bastante grandecitos como para meter cosas dentro. Son de tacto suave y bonitos. Muy útil que traiga colgadores para poder colgarlos sin ningún tipo de dificultad. Estoy deseando que llegue la navidad para ponerlos!	positive
me a gustado mucho es muy bueno estoy muy contenta	positive
Funciona pero necesitas el cargador (que no es de iPhone)...un poco lío ya que creía que funcionaba directamente conectado al iPhone...aun no lo he podido utilizar para lo que quería	negative
Muy bonito tapiz, lo recomiendo para espacios alegres y llenos de luz.	positive
Lo usé para la fiesta de cumpleaños de un niño les encantó	positive
No era el producto que pedíamos y no he podido devolverlo porque la tienda no contesta a los mensajes	negative
De momento funciona bien, es lo que esperaba. Ya he tenido varios y duran lo que duran. pero estoy contenta con la compra. un saludo	positive
Se oye antes y mas fuerte a Alexa, dando aviso de llamada. Solo lo compraría para una casa muy grande.	negative
Se adapta perfectamente al producto. Pero el precio es algo elevado	positive
bonito diseño, buen material, después de tiempo de uso esta como el primer día	positive
Aun no he jugado a Estel juego, pero al abrirlo las ilustraciones de las cartas no son ni parecidas a los personajes de verdad	negative
La caja es con brillo, y si la miras al trasluz está con rayas.	negative
de lejos se nota de verdad se brilla	positive
es tal cual la foto y facil de montar	positive
Lo voy a devolver directamente. Porque no esta presentable para regalarlo en estas condiciones.	negative
Muy bueno para piel atópica.	positive
Si bien la batería llegó en perfecto estado y funcionando correctamente esperé durante casi 10 días para recibirla, desde una ciudad que está a 2 horas en coche.	negative
Yo compre todo el equipo taladro de TACKLIFE por su poco peso ,se adapta a las personas mayores, y una batería mas ,calidad en comparación de precio es un regalo ,esta herramienta estuvo en rebaja en amazon mucho tiempo	positive
No tienen un buen pegamento, solo un poco de calor y se despega ,y mala textura, además de muy estrechos, mejor de 19mm. Arrepentido de la compra.	negative
Aun no me ha llegado el paquete, tarda mucho y ya ha superado en 6 dias el tiempo estimado de entrega.	negative
Lo compré para regalo, lo cual lo tuve un par de semanas envuelto...para sorpresa de que venía con error de fábrica, el cinturon estaba al revés y es imposible girarlo porque viene pegado al traje...	negative
Es mas seguro que el original	positive
Ligerito, fácil de llevar si sales de viaje y es bastante potente, varias velocidades aunque la temperatura es algo alta.	positive
Pequeño, no me entra el móvil	negative
Me han enviado un artículo de segunda mano con grasa y migas en la base del producto l, en vez de uno nuevo. Venia en caja abierta sin envoltorio de Amazon.	negative
no vale para nada la usado una vez para purgar los frenos de mi coche ni siquiera e podido terminar es un juguete	negative
Muy buena opción para suprimir bidé, que he utilizado desde niño y éste grifo lo suple sobradamente. La instalación por mi, que soy un manazas, ha quedado perfecta. Lo único que he tenido comprar en fontanería un pequeño latiguillo para la cisterna que me ha costado 1€. Mi mujer también opina lo mismo.	positive
El contador no funciona... hace ruido pero no cuenta las vueltas. El paquete llegó bien, en tiempo. Pero el reloj no funciona.	negative
Estoy a la espera que aún venga la empresa de mensajería para iniciar la devolución	negative
Uno de los mejores inventos de la historia XD	positive
Depende demasiado de la intensidad de sol	negative
Probado durante tres meses. Buena estética y acabado de trabajos. Fácil de usar. Los trabajos a realizar serán algo lentos ya que rellenar todos los huecos que trae es lento, pero el resultado final es estéticamente muy bonito y poco visto. Yo opté por dar pigmento y rellenar juntas con arena y cemento en seco. Única pega: dificultad para lavar después de cada jornada ya que son muchos huecos y muy pequeños	positive
Geniales calidad/precio Lamentablemente se le ha ido todo el tinte azul y ya es imposible de ver bien, han durado muy poco y la buena impresión inicial se ha vuelto malísima. A comprar otras.	negative
Me ha gustado mucho el diseno. Sencillo y elegante. Cumple su función perfectamente por un precio muy bueno. Por ahora no tengo quejas de su funcionamiento. Muy facil de limpiar	positive
El producto me ha llegado con la caja rota. Saludos	negative
Los vendeis con defectos	negative
Los bordes no se quedan pegados y deja parte de la pantalla sin cubrir, cosa de la que no te das cuenta hasta que lo instalas y entonces ya no se puede devolver..muy mal, no lo recomiendo	negative
No tiene 24000 nunca! No carga 2 veces un móvil. Fatal, no lo compréis!!!	negative
Buen producto y excelente trato del vendedor. Recomendable al 100%. Le solicite al vendedor las instrucciones en castellano y sin demora me las envío al correo electrónico.	positive
Calidad precio muy bien y capacidad tambien lo que app no funciona	positive
Tal y como se describe. Llegó mucho antes de lo esperado, así que encantados con la compra.	positive
Estoy muy contento con la compra. Llegaron bien embalados y a tiempo. De buena calidad. Recomiendo compra por calidad precio.	positive
Todo perfecto, tal y como indica	positive
La descripción dice que es compatible con el Samsung Galaxy J5 pero le va pequeño, la pantalla es más grande que el cristal. No es compatible. He solicitado la devolución	negative
Les he tenido que quitar la plantillas porque se movían y eran incómodas	negative
Desde q la compré no he tenido ningún problema. Es sencilla y fácil de usar. Me gusta sobre todo porque el aparato para meter la cápsula va a parte.	positive
Funciona pero no con todos los cables	positive
Es muy práctico. No es el color que pedí.	negative
Se despega al momento, lo compre para camuflar un objetivo fotográfico. Al final es barato el producto pero sale caro porque no pega.!!	negative
Contra: Es bastante pequeño, no cabe medio litro de agua. No se puede elegir el color de la luz LED; ésta va cambiando cada pocos segundos. Caro para lo que es. Pro: Sale bastante vapor.	negative
El libro en sí es original y esta divertido, pero su funcionamiento... las solapas que han de salir estan duras y al ser carton hay que gastar cuidado, algunas páginas venian pegadas entre sí y el libro algo deteriorado. Este es el segundo, pues el primero estaba peor y encima una de las solapas estaba rota, por que solicité un cambio y amazon como siempre increibles en el trato al cliente	negative
Comodo, buena visibilidad y sumergible. la brujula funciona bien. El termometro hay que usarlo con el reloj quitado y asi y todo no es muy fiable, aunque hay una opción para ajustar la temperatura a la de un termometro fiable.	positive
La funda encaje muy bien y protege el reloj, solo espero que no cambie de color como la anterior que tenía, que paso de transparente a amarillenta a los pocos meses de tenerla.	positive
No es el cepillo de mayor potencia que he tenido pero por relación calidad precio va fenomenal.	positive
Perfecto. Tal como se describe. Ideal para encenderlo en zonas con viento. Ligero. Se recarga con el cable del movil, un miniusb normal .	positive
La piscina es preciosa y nos llegó antes de lo previsto. El único problema es que está rajada.. :-(	positive
No ha durado ni un año. Aunque mientras duró molaba mucho.	negative
No está mal, quizás un poco tiesa, pero me vale para lo que la compré. Perfecta para un mástil.	positive
le doy 2 estrellas por que para mi octavia del 2005, los tapones para los tornillos normales van bien, pero el de la tuerca de seguridad es mas grande (y eso que es la original). una pena!!!	negative
Buena calidad. Muchos compartimentos interiores y exteriores. Bien acabada. Tela de calidad y detalles. Muy recomendable para llevar tecnología en ella.	positive
Nunca me llego el pedido!Vendedor poco serio.	negative
Fue un regalo para mi padre y está contento,le da un servicio que necesita.la única pega que tarda en calentar.	positive
Protege de golpes pero para monitorizar el rato de natación lo tengo que quitar porque no se accede bien a los botones y tampoco funciona bien la pantalla táctil. Se mete agua entre el reloj y el protector. Para proteger de golpes habría servido el otro más barato. Compré este porque lo ponían muy bien pero mi experiencia no ha sido muy buen	negative
Son muy resistentes , perfecto tamaño para el coche , la carga es rápida	positive
Totalmente decepcionado. Hace ruido, no calienta y venia usado.	negative
Me encantó el producto!! Pensaba que podía ser un poco pequeño o incómodo pero es excelente! El tamaño es genial, caben incluso dos personas adultas de manera cómoda. Es el flotador que más me ha gustado hasta el momento y que más he utilizado. La única pega que podría poner es que no estás nada en contacto con el agua, en mi caso me gustaría que tuviese un área más sumergible.	positive
Todo perfecto. Regalo para mi pequeña que se la pone en bucle	positive
no sirve para nada, no es ni bonito ni gracioso, cuando esta en tus manos es una aberración, ademas de mala calidad el morro se sale y los detalles son pintura y mal acabados, además huele mal.	negative
Bonita lampara de mesa, hace su trabajo aunque la luz no sea muy fuerte pero al mismo tiempo se descarga muy rapido. Habria que dejarla enchufada todo el tiempo.	positive
Fatal. Nunca lo recibí y me hacía mucha falta. Tuve que pedir un reembolso. Una vergüenza. Tengo contratado Prime y no lo recibí al día siguiente, si no pueden ofrecer este servicio que no lo oferten.	negative
Acabo de recibirla y ya voy a llama para hacer la devolución porque me llego usada en ningún lado me decía que era usada y rota y la caja abierta	negative
Son de tacto muy suave,a mi bebé le sirve para después de comer que vomita la leche,absorbe muy bien	positive
Todo bien .producto perfecto se ajusta a lo pedido. Super rápido un día en llegar . Muy contento con la compra .	positive
Es una lástima que haya tenido que devolverlo, pues se reiniciaba cada tres ó cuatro minutos mientras veía una peli. Eso sí, Amazon funciona de miedo...ningún problema con la devolución.	negative
Viene empaquetado en una bolsa, sin caja y sin cable. El cargador de arriba y el de la izquierda es el original, que viene en caja Samsung blanca, precintado, con pegatina 3D de Samsung original y viene con cable. Ambos vendidos por Amazon.es	negative
La ducha es tal y como se ve en la imagen, de calidad buena pero no me avisaron de que venía el pedido como con otros, eso si llego antes de lo previsto	positive
Según ponía en las características, pues a oscuras no se ve nada. Las instrucciones sólo vienen en Inglés y alemán, por lo que no sé como usar la esfera 24 horas para poner el uso horario de otra ciudad.	negative
Estoy muy contenta con esta funda, es muy muy bonita.	positive
Es de lo peor que he comprado nunca por amazon. Eatos auriculares son horriblemente malos. 1. Mal sonido 2. Al hablar por telefono el otro no te oye bien 3. La batería no dura nada 4. Son muy grandes e incomodos En definitiva. Dinero tirado a la basura!!!	negative
No funciona. Es un timo total. Me hace marcas y no cumple con su función, vale mas la pena gastarte un poco mas y comprar algo que si vas a poder utilizar.	negative
la correa del cinturon un poco corta me he tenido que comprar una aparte y la tela muy tiesa pero con un par de usos ya es mas docil y va muy bien	positive
Cero estrellas Es una auténtica porqueria y ya no solo por los materiales que por 3€ que vas a esperar pero al menos que los cactus estén derechos no? Que están tumbados! Madre mía... 🤦🏼‍♀️	negative
Llegó muy sucio impresentable	negative
Cumple con las expectativas...muy a gusto con la compra...tiene mucho espacio y es fácil de transportar. Muy recomendable para regalar.	positive
No lo compréis pues las tallas no tienen nada que ver con la realidad y cuando vas a hacer la devolución a China resulta que vale más el envío que el producto . Muy disconforme.	negative
Cómodas, buen tejido, finas pero cuesta de quitar las manchas. Es tamaño salvaslip.	positive
No ha llegado en las fechas precisas y no dan solución alguna para que me lo entreguen ya o devuelvan inmediatamente su dinero	negative
Mala calidad. No hemos podido ni estrenarla	negative
El ser humano es pura contradicción. Puede amar odiando, reír llorando, sufrir disfrutando. Todo individualmente, todo a la vez. Alejandro nos pone frente al espejo de nuestras inseguridades, pasiones, deseos, anhelos,, de nuestras virtudes, que son al final, nuestros defectos, nuestras contradicciones.	positive
Me encanta lego duplo, y a mis peques tambien. Recomiendo este tipo de juguete totalmente, facil de encajar para los mas pequeños.	positive
Cargó bien durante la primera semana. Desde entonces, funciona cuando le parece, muevas los cables, conectes o desconectes, carga a ratos. Supongo que acabará por fallar de manera definitiva. Mala compra, reclamaré para solicitar garantía.	negative
Increíble muy aconsejable	positive
Despues de 2 meses escasos de uso, acabo de darme cuenta de que el soporte central se ha hundido de forma considerable. Si sigue a este paso en un mes mas, tocara el suelo, y sera totalmente inutilizable. Un desastre. Espero que se pongan en contacto conmigo los vendedores para darme una solucion.	negative
El color chocolate muy oscuro, casi negro es muy elegante y absorbe genial el agua. Se lava perfectamente en la lavadora.	positive
Cómo se ve en la foto	positive
Es pequeño y barato pero bastante cutre el mecanismo para bajar y subir los personajes y no se suben y se bajan bien. Podían haber buscado otra forma como en el que no es de viaje.	negative
Trituradora de papel buena. Tritura muy bien, pero está enfocada para las tareas típicas de una casa. Algunos recibos, alguna que otra carta etc. No se le puede meter mucho de golpe, pues el motor se satura y puede quemarse. Es conveniente engrasar las cuchillas de vez en cuando.	positive
En esta ocasión me he encontrado nudos en la bobina en varios recorridos del filamento, lo que ello implica que pierdes algunas piezas a medio imprimir. Es la primera vez que en esta marca me encuentro con este problema. Tengo otra bobina y espero que no tenga este problema.	negative
Funciona bien y no se aprecia la camara. Puedes cambiar el tipo de resolución del video y carga de verdad el teléfono. La aplicación es fácil de utilizar, me permite ver el vídeo online o ver lo que tengo grabado en la memoria.	positive
Buena compra, de hecho estoy meditando adquirir dos personajes más de Juego de tronos.	positive
Son un desastre llevo un mes para que me digan que pasa con mi teléfono y nada. Se lo envié porque se quedó bloqueado y nada sigo sin teléfono.	negative
Perfecto para meter muchas fotos, cada foto va protegida por su plástico individual.	positive
En una de las imagines indica 19 cm y no es real. También indica muñeca y es una figura. Deberían modificar la descripción ya que la utilidad no es la misma.	negative
Es bastante bueno, elegante y cómodo. No conozco otros, pero este está bastante bien.	positive
Mi hija de 7 años lo tiene siempre cerca cuando va a hacer las tareas. Un imprescidible para estudiantes de inglés.	positive
en la descripción lo venden como si fuese cristal templado y eso es falso es de plástico, pero bueno encaja bien y por lo menos algún arañazo protegerá.	negative
Se despega y no reconoce bien la pantalla táctil, 10€ tirados a la basura.	negative
Es bastante bueno por el precio que tiene las calidades son buenas, más que aceptable. No dudaría en volver a comprarlo.	positive
Cumple con lo anunciado	positive
A pesar de ser de cristal, llegó en perfecto estado	positive
La verdad es que estoy contenta. Es fuerte y queda en su sitio. Eso sí, lo que hace es recoger un poco, no esperes que te va a dejar plana porque eso es imposible.	positive
La mochila es preciosa, justo del tamaño que la buscaba ni muy grande ni muy pequeña.	positive
Son muy chulas y baratas le doy un 10	positive
Funciona tal y como se esperaba. Llego en tiempo indicado.	positive
Es una basura y no funciona	negative
no funciona corectamente, no hace foto, me perdi las piezas de reloj y ahora no esta tan presentable. no recomiendo	negative
Dura muy Dura muy poco la batería pésimo sonido la Dura muy poco la batería pésimo sonido Dura muy poco la batería pésimo sonido sonido	negative
Calidad muy regular para coser a máquina, a mano sí dan el pego. Depende de para qué los necesites valen la pena o no...	negative
Dió tres puntadas , y nunca mas volvió a coser.He visto videos en internet, y está correctamente enhebrada.No la recomiendo	negative
Muy buen tripode para uso prefesional. Buena marca, robusto y la cabeza va muy fluida. Lo utilizo con una blackmagic cinema 4k que pesa unos 4kg + el objetivo que seran unos 0,4 kilos y va perfecto.	positive
Compré 2 para el maletero de mi Cali Ocean y casa con el espacio, quedando un pequeño hueco para las almohadas	positive
Es una estafa, el producto nunca llega y tampoco contestan a los mail! No comprar!	negative
Me ha gustado mucho, deja el pelo muy bien. Lo tengo teñido y dañado, y he probado casi todas las marcas buenas. Repetiré. Es la segunda vez que la pido.	positive
Horribles, al final lo barato sale caro. No entiendo las buenas opiniones, porque en mi caso tuve que devolverlos ya que en el primer fin de semana de uso se estropearon y entraba el agua sin problemas.	negative
Nos han encantado su buena apariencia y su calidad. Viene con unas cintas ajustables para las patas que impiden se las pueda llevar el viento. Parecen hechas a medida para un tresillo chino que compramos en un almacén de origen americano. Tienen unas asas para facilitar su colocación y unos bolsillos que esconden aireadores con redecilla para ventilar.	positive
Un juego muy caro para ser muy simple. Mala calidad de las cartas se estropean en seguida. Nada recomendable su compra	negative
El producto me llegó nuevo, en su embalaje en perfecto estado y con los accesorios correspondientes (cargador y auriculares) Nunca antes había tenido un iPhone, pero lo compré por el precio, pese a ser de 2015. Me sorprende lo bien y rápido que responde teniendo la ultima versión de iOS. El único pero, es que pese a que indica que la capacidad de la batería está al 100%, parece que se descarga muy rápido. Aun así, para ser mi primer iPhone, muy satisfecho con la compra.	positive
No vale para la yamaha Majesty 400 como compré. No me vale para nada. No encaja con los tornillos originales	negative
Muy profesional, se acopla al oído perfectamente y da un aspecto muy serio y profesional, me ha impresionado la calidad del sonido. Trabajo en una empresa que utilizo mucho el teléfono y todos mis compañeros me han preguntado donde lo encontré pero más se han sorprendido cuando les he dicho el precio, tiene un precio mucho más económico que otras marcas y la verdad no veo la diferencia habiendo probado ya varios. El cable del micrófono es flexible y además rota desde el origen verticalmente y horizontalmente.	positive
Son muy malas. Sobra funda por todos lados, se inflan al colocar el disco junto a los demás en la estantería y resbalan mucho. Hay otras mucho mejores y poco más caras.	negative
No me ha gustado del todo. Para tostar pan, olvidaros, mejor usar una tostadora de toda la vida y para sandwiches está bien, lo mejor de todo es que es fácil de limpiar, aunque si pones un sandwich con queso (por ejemplo) el queso se va a seguir metiendo en el mecanismo que une las dos partes, como en todas las sandwicheras. De potencia anda floja. No la devuelvo porque ya la he usado (una vez) pero no la recomiendo.	negative
La rapidez del envío, el libro es para un sobrino	positive
Buena relación calidad-precio. Solo una pega y es que son algo más grandes que los auriculares originales y pasado un rato pueden hacer daño en la oreja.	positive
Hay que ser constantes y los resultados llevan su tiempo, ni tan blanco nieve ni como los tenias antes	positive
Se ajustaba lo descrito pero tampoco del otro mundo	positive
Es un timo, no vale para Samsung s7, no lleva la curva que cubre toda la pantalla. No vale para Samsung S7.	negative
La pulsera llegó rota. Era un regalo y quedé fatal. No lo recomiendo a nadie.	negative
Tome la temperatura de mi bebe 3 veces seguidas y 3 temperaturas distintas daba. Lo mismo hice con mi marido y conmigo, no coinciden nunca y da hasta 1,5 grados de diferencia. Necesito algo preciso para mi bebe de 2 meses. Lo he tenido que devolver	negative
Un desastre es la segunda vez que pido mi guitarra y no me traen! Un desastre!!	negative
A no ser que seas experto en vinilos y demas pegatinas grandes, es muy complicado ponerlo, no vienen instrucciones, una vez despegado ya no pega, quedan muchisimas burbujas lo pongas como lo pongas y en el momento de pegarlo si le das con la uña mismo deja rallas, totalmente decepcionada.	negative
Lo compre para el cumpleaños de mi sobrino y fue todo un exito, lo recomiendo llego en el tiempo estimado.	positive
Brillo da, pero como jabón no sirve, no hace nada de espuma, cero, vamos...Yo lo he usado tras lavar con pistola de espuma, que sino....hago una guarrería, es como lavar con cera. voy a intentar devolverlo	negative
Al mes de comprarlo se me rompió la tecla de R1 y ahora tengo un bonito pisapapeles naranja.	negative
Libro de bolsillo, de pasta blanda. bien encuadernado. Y con la portada ilustrada. Es el que estaba buscando para el niño.	positive
Aunque es un buen producto el que me llegó parecía que había perdido propiedades. No olía al producto original ni el pelo queda sedoso. Parece cómo si estuviese pasado.	negative
Es entretenido pero no es como el juego que yo conocía. Las caras no se enganchan bien entre si. Practicamente, solo puedes hacer cuadrados o formas rectangulares,más o menos grandes, pero sueltas ya que al intentar engancharlas se sueltan.	negative
Lo esperado. Muy útil.	positive
El producto está bien, dentro de mis esperarías dentro del importe. He de decir que una vez recibido me resultó un precio muy alto a diferencia de otros productos de la misma línea, pero aceptable... Por otro lado y totalmente mal es recibir el mapa de GPS para usarlo en la pantalla y ver q el formato en el q viene el mapa GPS no es capaz de ser reconocido por la pantalla en cuestión... Saludos	negative
Llego liado como una alfombra lo deje unas 48 horas para que cogiera su estado normal. Para dormir uno todavía ya que te hace dormir en medio de la cama. Pero para dos no sirve, ya que hace que las dos personas caigan en medio imposible ponerte solo en un lateral. No recomendado	negative
Me ha llegado un día antes de la fecha prevista	positive
Demasiado pequeño. Apenas se puede leer	negative
Lleva dos días de retraso y ninguna explicación	negative
La funda es bonita y es tal como dice SLIM, pero dura poco. A mi hija se le cayo y se le rompio. Si no se te cae el mobil queda muy bien. Pero si no, mejor buscar que no sea de plastico tan fino.	positive
Hace tiempo compré este rascador y todavía lo tienen practicamente nuevo, y son dos gatas con muchas ganas de arañar. El color es muy bonito y la relación calidad-precio es muy buena. Sin duda alguna repetiré.	positive
Fue para un regalo y le encantó. Es un buen producto, llegó en perfecto estado	positive
Perfecto por el precio que tiene y el uso que le voy a dar es una maravilla recomendable 100%. La tela es muy suave y no pican para nada	positive
El producto llegó en perfectas condiciones. Facil de usar y con multitud de programa de lavados. Los lavados son algo largos si no utilizas el programa corto, pero por lo demás, todo perfecto.	positive
Después de pedir el producto, recibir color equivocado, devolverlo, contactar con el vendedor no recibir ninguna respuesta, volver a pedir, y volver a recibir el color equivocado me rendí, lo devolví ñor segunda vez, no puedo opinar sobre la calidad pero se ve normal, tarima de plástico imitación madera	negative
Faltaban 3 tornillos con sus tuercas y eso que venía bien precintado! He montado con unos del Leroy y ha quedado bien ajustado aunque todavía está sin probar con carga.	positive
La montura se ve recia y resistente, llevo poco tiempo con ellas pero parece que van a ser de larga duración y muy económicas.	positive
O me ha durado nada.ya la he cambiado por otra	negative
Algunos cartuchos la impresora no los cogía y los he tenido que tirar directamente, pero también es verdad que me costaron poco, por lo que no me ha molestado en exceso, pues es una impresora con más de 10 años y te sale esto más barato que comprar algo nuevo.	negative
Lo compré para mi Xiaomi Mi 9 y todo perfecto, fácil de instalar y buena calidad. Los recomiendo.	positive
Por el precio que tienen esperaba que no fueran especialmente buenas. Son demasiado rígidas y el mango se despega fácilmente.	negative
